,ID,Product Id,Category,Name,Brand,Rating,ReviewCount,Description,ImageURL,Tags,Gender
8467,8468,19806,Topwear,Tshirts,Sally Hansen,4.5,1106,U.S. Polo Assn. Men Solid Black Tshirt,http://assets.myntassets.com/v1/images/style/properties/5ebb28309a7daa0675fc16721ae3b5cb_images.jpg,"Tshirts,myntassets.com",Men
8468,8469,7425,Topwear,Tops,PCA Skin,4.5,5,W Women's Deep U Neck Sleeveless White Black Top,http://assets.myntassets.com/v1/images/style/properties/5356ca9df5e3739b811e2cfee4f99a26_images.jpg,"Tops,myntassets.com",Women
8469,8470,46702,Fragrance,Perfume and Body Mist,Taela,4.2,300,Rasasi Women Soul Secret Perfume,http://assets.myntassets.com/v1/images/style/properties/5a2317c47528d00c3b71fe3872282f37_images.jpg,"Perfume and Body Mist,myntassets.com",Women
8470,8471,34322,Topwear,Tshirts,Cascade,3.6,664,Myntra Men Red Meltdown T-shirt,http://assets.myntassets.com/v1/images/style/properties/d3ea66259350c18c67d6b1cd46a9f1df_images.jpg,"Tshirts,myntassets.com",Men
8471,8472,50667,Loungewear and Nightwear,Lounge Pants,Mac,4.5,300,Chromozome Men Grey Melange Fashion Lounge Pants S-5145,http://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-Grey-Melange-Fashion-Track-Pants_ba8343d0260ed2a65d5682ba894ad9cc_images.jpg,"Lounge Pants,myntassets.com",Men
8472,8473,3085,Topwear,Tshirts,COVERGIRL,4.5,3230,Probase Men's Standing Out Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/664f95f87d702755c086e5272b6c6745_images.jpg,"Tshirts,myntassets.com",Men
8473,8474,55315,Socks,Socks,Joy Mangano,4.5,17,Smartoe Men Pack of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/Smart-Toe-Men-3-Pair-Of-Socks_37861ef7b0c4e8aea7002152ef30ebc5_images.jpg,"Socks,myntassets.com",Men
8474,8475,13500,Topwear,Tshirts,Aramis,5,300,Chimp Men VVVIP Grey T-shirts,http://assets.myntassets.com/v1/images/style/properties/ddc8e9f1a44f175aa20ab5c5aa71ae30_images.jpg,"Tshirts,myntassets.com",Men
8475,8476,48698,Jewellery,Earrings,Halston,4.5,2,Lucera Women Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/f3391e1edd9f453fcc95a7732d4d9919_images.jpg,"Earrings,myntassets.com",Women
8476,8477,43270,Topwear,Kurtas,Dove,4.5,300,Aneri Women Red Kurta,http://assets.myntassets.com/v1/images/style/properties/ec27a877a113506800ef420ac76e55d1_images.jpg,"Kurtas,myntassets.com",Women
8477,8478,2157,Topwear,Tshirts,Yu-be,4.5,1,Basics Men Yellow Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/76d33d5f2bd455a410d3fbe9fb440b93_images.jpg,"Tshirts,myntassets.com",Men
8478,8479,30782,Topwear,Kurtas,GMYLE,4.6,14,Fabindia Men White Mangalgiri Kurta,http://assets.myntassets.com/v1/images/style/properties/d791e64b6736f663e7f74d1dbd5242f5_images.jpg,"Kurtas,myntassets.com",Men
8479,8480,33107,Shoes,Heels,Joico,5,300,Catwalk Women Pink Flats,http://assets.myntassets.com/v1/images/style/properties/5d1414a38863eb88e1c69500636174a6_images.jpg,"Heels,myntassets.com",Women
8480,8481,57442,Topwear,Tshirts,L'Oreal,5,300,Angry Birds Women Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Women-Pink-T-shirt_5731a3dad2a796f1c43b500376224803_images.jpg,"Tshirts,myntassets.com",Women
8481,8482,10385,Watches,Watches,Great Value,4.5,270,Puma Women Vitality Stones 168 White Watches,http://assets.myntassets.com/v1/images/style/properties/7797d1cf5eb094db30e6cb0b9580fc08_images.jpg,"Watches,myntassets.com",Women
8482,8483,44869,Topwear,Tshirts,L'Oreal Paris,5,1,Puma Men Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/ab2df9ce01f9e2a93e13514601d39902_images.jpg,"Tshirts,myntassets.com",Men
8483,8484,25062,Accessories,Accessory Gift Set,QD,4.4,2,Lino Perros Men Formal Brown Accessory Gift Set,http://assets.myntassets.com/v1/images/style/properties/260dec818ba2c3992a7f080a5cd155a0_images.jpg,"Accessory Gift Set,myntassets.com",Men
8484,8485,11257,Topwear,Tshirts,By GoodNites,4.5,300,Puma Men cover Black Tshirts,http://assets.myntassets.com/v1/images/style/properties/47b08048d3edf6ce0a6da8e651b8a7c7_images.jpg,"Tshirts,myntassets.com",Men
8485,8486,56590,Eyes,Eyeshadow,Eminence Organic Skin Care,4.5,1,Streetwear Dazzling Steel Eye Shadow,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Dazzling-Steel-Eye-Shadow_a27cfd917d5fa0d9069a56c0c67155bf_images.jpg,"Eyeshadow,myntassets.com",Women
8486,8487,41527,Bags,Messenger Bag,L'Oreal Paris,4.5,544,Basics Men Brown Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/16c5ecd0dcd8334cf7176b02e907c2be_images.jpg,"Messenger Bag,myntassets.com",Men
8487,8488,20510,Wallets,Wallets,essie,4.5,10504,Baggit Women Era Taj Red Wallet,http://assets.myntassets.com/v1/images/style/properties/178502ac389dd2a86bd93f9924d9a289_images.jpg,"Wallets,myntassets.com",Women
8488,8489,5372,Shoes,Sports Shoes,Mitchum,4.5,300,Quechua Forclaz 50 Jr 10 Brown,http://assets.myntassets.com/v1/images/style/properties/ee8a68268bb02596f06df7b9225d55c4_images.jpg,"Sports Shoes,myntassets.com",Boys
8489,8490,44055,Fragrance,Perfume and Body Mist,Reckitt & Coleman,4.5,300,Dunhill Men Black Perfume,http://assets.myntassets.com/v1/images/style/properties/0c63f9b08090154f677bee1ce31849e8_images.jpg,"Perfume and Body Mist,myntassets.com",Men
8490,8491,45187,Watches,Watches,Dolce & Gabbana,5,300,CASIO ENTICER Women Black Dial Analogue Watch A635,http://assets.myntassets.com/v1/images/style/properties/Casio-Women-Black-Dial-Watch_e6de5a0853bfbc1bdac5030605b3178e_images.jpg,"Watches,myntassets.com",Women
8491,8492,36475,Topwear,Kurtas,Unique Bargains,4.5,16,Aurelia Women Dobby Purple Kurta,http://assets.myntassets.com/v1/images/style/properties/66d8475cb1e1a7d96b71752127c4e826_images.jpg,"Kurtas,myntassets.com",Women
8492,8493,52130,Dress,Dresses,Capri Blue,4.5,300,Doodle Girls Blue Printed Dress,http://assets.myntassets.com/v1/images/style/properties/abb64251bc6bf52e4a3b855bc4edb4dd_images.jpg,"Dresses,myntassets.com",Girls
8493,8494,57670,Nails,Nail Polish,YLSHRF,4.5,1,Lotus Herbals Colour Dew Toffee Nail Polish 910,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Colour-Dew-Toffee-Nail-Polish-910_5b959aa785c7441836996492091f7a95_images.jpg,"Nail Polish,myntassets.com",Women
8494,8495,24382,Topwear,Kurtas,Dove,4.5,44,Folklore Women Maroon Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/71f8b4039cec71c41cf43adc5c198f61_images.jpg,"Kurtas,myntassets.com",Women
8495,8496,33335,Shoes,Formal Shoes,Aura Cacia,4.5,300,Homme Men Black Semi Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/ef821e2fbd0f334f2303b9f84a7b38ea_images.jpg,"Formal Shoes,myntassets.com",Men
8496,8497,41715,Shoes,Heels,Fruit of the Earth,4.5,300,Catwalk Women Brown Wedges,http://assets.myntassets.com/v1/images/style/properties/5458fec32e3204a2aa09968dea875eca_images.jpg,"Heels,myntassets.com",Women
8497,8498,25250,Bags,Handbags,Garnier,4.5,765,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherette-Brown-Handbag_3ae33c1268e6cf973a462294305176f4_images.jpg,"Handbags,myntassets.com",Women
8498,8499,37795,Topwear,Shirts,EEEkit,4.3,1,John Players Men Check White & Green Shirt,http://assets.myntassets.com/v1/images/style/properties/cbb5601b14e0d75a07bd5dd50f2de5ca_images.jpg,"Shirts,myntassets.com",Men
8499,8500,5140,Topwear,Tshirts,OdoBan,4.5,300,Wrangler Women's Pinstrupe Grey Melange T-shirt,http://assets.myntassets.com/v1/images/style/properties/074dceec0ae3cf48a59967eca2575efc_images.jpg,"Tshirts,myntassets.com",Women
8500,8501,14517,Topwear,Shirts,WODLLCAS,5,300,Mark Taylor Men Blue & Light Brown Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/a3604573229545e9683973b2e379d37f_images.jpg,"Shirts,myntassets.com",Men
8501,8502,58638,Socks,Socks,L'Oreal Paris,3,515,Fila Men Grey Ankle Socks,http://assets.myntassets.com/v1/images/style/properties/Fila-Men-Grey-Ankle-Socks_5f5837a2f51af072ff6d9a96df5afe57_images.jpg,"Socks,myntassets.com",Men
8502,8503,11859,Flip Flops,Flip Flops,Blue Jay An Elite Healthcare Brand,4.5,300,Playboy Men Casual Green Slippers,http://assets.myntassets.com/v1/images/style/properties/afbff8de14b4844306f465c8e19373ba_images.jpg,"Flip Flops,myntassets.com",Men
8503,8504,4092,Topwear,Tshirts,TekDeals,5,5,Classic Polo Men's Purple With Orange White T-shirt,http://assets.myntassets.com/v1/images/style/properties/739f297c7a61193f607909f0a736466b_images.jpg,"Tshirts,myntassets.com",Men
8504,8505,7617,Headwear,Caps,City Color,4.2,2,Wrangler Men Green Canvas Cap,http://assets.myntassets.com/v1/images/style/properties/c06ec3f57e9125f3bc359b57d1446fb8_images.jpg,"Caps,myntassets.com",Men
8505,8506,46530,Watches,Watches,Lancome,4.5,300,Timex Women Silver-Toned Dial Watch T2N148,http://assets.myntassets.com/assets/images/46530/2016/1/8/11452248783749-Timex-Women-Silver-Toned-Dial-Watch-T2N148-8781452248783330-1.jpg,"Watches,myntassets.com",Women
8506,8507,51587,Bottomwear,Jeans,Pierre la Touche,4.5,10,Wrangler Women Navy Blue Molly Jeans,http://assets.myntassets.com/v1/images/style/properties/2f94b8f244160fa6dc46eefac8d41d87_images.jpg,"Jeans,myntassets.com",Women
8507,8508,22075,Topwear,Kurtas,Esonmus,4.5,22,Vishudh Women Self Printed Off White Kurta,http://assets.myntassets.com/v1/images/style/properties/f3938dcdacca04af4ca55f1a70ec8024_images.jpg,"Kurtas,myntassets.com",Women
8508,8509,17392,Socks,Socks,BioSilk,4.8,2,Reid & Taylor Men Red & Grey Striped Socks,http://assets.myntassets.com/v1/images/style/properties/Reid---Taylor-Men-Stripes-Red-Sockscd8ebe1438054f2effdb4454057e12af_images.jpg,"Socks,myntassets.com",Men
8509,8510,50455,Innerwear,Briefs,Cantu,4.6,300,Chromozome Men Navy Blue & Grey Pack of 2 Briefs,http://assets.myntassets.com/v1/images/style/properties/edee67eee46f629887baf32ba0bf830a_images.jpg,"Briefs,myntassets.com",Men
8510,8511,34110,Topwear,Tops,Nu Skin,4.5,300,Doodle Girls Printed Red Top,http://assets.myntassets.com/v1/images/style/properties/a85afef861225e35fc17f1a48ce9d7e8_images.jpg,"Tops,myntassets.com",Girls
8511,8512,55127,Nails,Nail Polish,Hefty,4.5,12,Lakme Truewear Color Crush Nail Polish 13,http://assets.myntassets.com/v1/images/style/properties/Lakme-Truewear-Color-Crush-Nail-Polish-13_83f6d7645fe092c4d9ef29aa4ecf90b9_images.jpg,"Nail Polish,myntassets.com",Women
8512,8513,19208,Headwear,Caps,Julep,5,591,United Colors of Benetton Men Check Grey Cap,http://assets.myntassets.com/v1/images/style/properties/374a04489dd0845c68205f6ee000b781_images.jpg,"Caps,myntassets.com",Men
8513,8514,31462,Topwear,Tshirts,Virginia Tech Hokies,3.6,300,Nike Men Advantage Geometric Blue Jersey,http://assets.myntassets.com/v1/images/style/properties/9d274de5adb1b502b05c9d2b96d6d454_images.jpg,"Tshirts,myntassets.com",Men
8514,8515,49578,Shoes,Heels,Nutriumph,4.5,1,Catwalk Women Black Catwalk Flats,http://assets.myntassets.com/v1/images/style/properties/bef6206b24eca7fc07f1a6163c34d9fd_images.jpg,"Heels,myntassets.com",Women
8515,8516,22849,Shoes,Casual Shoes,Tizo,4.2,2,Woodland Men Khaki Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/b993ecc2ff1cbbc08f34d1cd44ff7766_images.jpg,"Casual Shoes,myntassets.com",Men
8516,8517,43042,Topwear,Tops,L'Oreal Paris,4.5,115,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/08fa3521eedcbeb9f87cf0c96a312681_images.jpg,"Tops,myntassets.com",Girls
8517,8518,2365,Bags,Handbags,Dr. Linus Pauling,4,300,ADIDAS Pink Women Bag,http://assets.myntassets.com/v1/images/style/properties/b1dcce196849b6334e40394fb3a90846_images.jpg,"Handbags,myntassets.com",Women
8518,8519,27507,Innerwear,Bra,Unique Bargains,4.3,11,Jockey White T-shirt Bra SS14,http://assets.myntassets.com/v1/images/style/properties/43ed1cddfcc15863c33456376dc4bd46_images.jpg,"Bra,myntassets.com",Women
8519,8520,13732,Topwear,Shirts,Clearly Natural,4.5,300,Belmonte Men Check Red Shirts,http://assets.myntassets.com/v1/images/style/properties/bfa071c2123f4d3962bad07819ee6c49_images.jpg,"Shirts,myntassets.com",Men
8520,8521,25634,Watches,Watches,COVERGIRL,4.5,1319,Fastrack Women Black Dial Watch N6035SL02,http://assets.myntassets.com/v1/images/style/properties/fe3424d931ed5d56a13d5e6389c1032d_images.jpg,"Watches,myntassets.com",Women
8521,8522,11401,Topwear,Shirts,Walfront,3.7,3,United Colors Of Benetton Men Light Winter Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/d234b4b837d435cac2a20ecbac8958d1_images.jpg,"Shirts,myntassets.com",Men
8522,8523,57214,Bottomwear,Shorts,Nad's,4.5,3,Kraus Jeans Women Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/Kraus-Jeans-Women-Blue-Shorts_75298f0076e2333852dae655534cc4c1_images.jpg,"Shorts,myntassets.com",Women
8523,8524,33751,Topwear,Tops,Softsoap,5,112,Vero Moda Women White & Pink Top,http://assets.myntassets.com/v1/images/style/properties/72a91b0043ddede1de7d4eeba5b12365_images.jpg,"Tops,myntassets.com",Women
8524,8525,21294,Eyewear,Sunglasses,SheaMoisture,4.5,271,Celine Dion Women Maroon Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/d5fedd9eeb8890d1ce7dac0cc06221be_images.jpg,"Sunglasses,myntassets.com",Women
8525,8526,52766,Bags,Handbags,CND,4.9,763,Fiorelli Women Black Leather Handbag,http://assets.myntassets.com/v1/images/style/properties/8d355656ec4b4c3fd833baab5100479c_images.jpg,"Handbags,myntassets.com",Women
8526,8527,36223,Shoes,Sports Shoes,OKAY,4.9,2,Nike Men Air Quick Handle White & Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/92aec789783725dbcf572fd313a61b9f_images.jpg,"Sports Shoes,myntassets.com",Men
8527,8528,20346,Topwear,Sweaters,Max Factor,4.2,300,Scullers For Her Women Solid Pink Sweater,http://assets.myntassets.com/v1/images/style/properties/9835a772ae5924970c0706190b764b7b_images.jpg,"Sweaters,myntassets.com",Women
8528,8529,50031,Loungewear and Nightwear,Lounge Pants,MAM USA,5,29,Hanes Men Grey Relaxed Sports Pants,http://assets.myntassets.com/v1/images/style/properties/c1b0e683c8d7ee10680b5dcd30d3b468_images.jpg,"Lounge Pants,myntassets.com",Men
8529,8530,34574,Topwear,Tops,Cetaphil,3.3,144,Tonga Women Printed Black Top,http://assets.myntassets.com/v1/images/style/properties/caf7ec8699b8009903ae54740a7e8256_images.jpg,"Tops,myntassets.com",Women
8530,8531,7273,Topwear,Tshirts,Libman,4.5,6,Batman Men's Logo Distressed Light Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/51f732cfb1125241c3010dcee73b7789_images.jpg,"Tshirts,myntassets.com",Men
8531,8532,46154,Jewellery,Necklace and Chains,Dorothy Gray,4.5,1,Adrika Women Orange & Green Necklace,http://assets.myntassets.com/v1/images/style/properties/83c97920c7b9c41bed762d3ca97a93d7_images.jpg,"Necklace and Chains,myntassets.com",Women
8532,8533,16624,Bottomwear,Trousers,Great Innovations,4.5,73,Probase Men Check Grey Trouser,http://assets.myntassets.com/v1/images/style/properties/ec7411fdb6d5ca381fc72abc966c22b0_images.jpg,"Trousers,myntassets.com",Men
8533,8534,49920,Saree,Sarees,Redken,4.5,171,Fabindia Green Tie & Dye Ghicha Striped Saree,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Green-Sari_4e19dda2a95782b5d4b36e23b74c62db_images.jpg,"Sarees,myntassets.com",Women
8534,8535,28917,Bags,Laptop Bag,Freeman,4.5,300,Cabarelli Men Black Laptop Bag,http://assets.myntassets.com/v1/images/style/properties/32f68136e448fa5d1c53afbca2480dec_images.jpg,"Laptop Bag,myntassets.com",Men
8535,8536,2701,Topwear,Tops,Avene,4.5,300,Disney Kids Girl's Yellow Daisy Kidswear,http://assets.myntassets.com/v1/images/style/properties/9f0369e7d1bb5beabf1071dcd6f15867_images.jpg,"Tops,myntassets.com",Girls
8536,8537,54491,Bags,Handbags,Vaseline,4.5,300,Lino Perros Women Green Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Olive-Handbag_0578ad674eb68655f2dc8eb7850f749f_images.jpg,"Handbags,myntassets.com",Women
8537,8538,13356,Shoes,Casual Shoes,Just For Men,4.5,4,Timberland Women Femmes Silver Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/b93e051c4d5ca81154b99720db8b4464_images.jpg,"Casual Shoes,myntassets.com",Women
8538,8539,12284,Topwear,Shirts,Ball,4.5,300,Genesis Maroon Casual Shirt,http://assets.myntassets.com/v1/images/style/properties/d0334482f04bdbfad235032d29412823_images.jpg,"Shirts,myntassets.com",Men
8539,8540,55543,Makeup,Kajal and Eyeliner,Olay,4.5,300,Revlon Totally Turquoise 03 Eyeliner,http://assets.myntassets.com/v1/images/style/properties/Revlon-Totally-Turquoise-Eye-Pencil-03_9a759700cce64ec5ea55ebffc50166a4_images.jpg,"Kajal and Eyeliner,myntassets.com",Women
8540,8541,13958,Topwear,Tops,ArtNaturals,4.5,23,United Colors of Benetton Women Solid Grey Tops,http://assets.myntassets.com/v1/images/style/properties/8deb494b091b14c6cb1ab25864ceaf85_images.jpg,"Tops,myntassets.com",Women
8541,8542,34746,Shoes,Casual Shoes,Unique Bargains,4.8,28,Puma Men Match Classics White Shoes,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Match-Classics-White-Shoes_9c4d1f610528e77b3bf9c64a1d84f4e4_images.jpg,"Casual Shoes,myntassets.com",Men
8542,8543,28319,Sandal,Sandals,Hugo Boss,5,300,RTV_LoadTest,http://assets.myntassets.com/assets/images/28319/2018/11/30/8b4e3701-0ed2-43fd-8c1c-5f35fc561acb1543574612269-RTV_LoadTest-3631543574612177-1.jpg,"Sandals,myntassets.com",Men
8543,8544,50203,Eyewear,Sunglasses,Cabina Home,4.5,300,Stoln Women Purple Sunglasses,http://assets.myntassets.com/v1/images/style/properties/cb4627f889307b3bcae43ee536be10bc_images.jpg,"Sunglasses,myntassets.com",Women
8544,8545,8835,Bottomwear,Trousers,Swiffer,4.5,67,Scullers Men Scul Green Trousers,http://assets.myntassets.com/v1/images/style/properties/6d41fb2d7e5dbb65e804853811144c3d_images.jpg,"Trousers,myntassets.com",Men
8545,8546,16416,Topwear,Tshirts,Belloccio,4.7,1,Levi's Men Stripes Grey Tshirts,http://assets.myntassets.com/v1/images/style/properties/7cb03a779765447a8d01ceb734cd9103_images.jpg,"Tshirts,myntassets.com",Men
8546,8547,22623,Topwear,Tshirts,Coppertone,2.3,300,Nike Men Solid Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/eb9274f34f17831434c74a18fed0c9a8_images.jpg,"Tshirts,myntassets.com",Men
8547,8548,35694,Shoes,Casual Shoes,Dove,4.5,300,Nike Men Dunk Low Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/f6e36b31f9334745519b4cc17f684f44_images.jpg,"Casual Shoes,myntassets.com",Men
8548,8549,7041,Shoes,Casual Shoes,Crest,4.5,85,Numero Uno Black Men's Shoe,http://assets.myntassets.com/v1/images/style/properties/87d0a3eb3cd25ebac6cb330ff77bd350_images.jpg,"Casual Shoes,myntassets.com",Men
8549,8550,13164,Shoes,Sports Shoes,Carefree,4.5,3,Skechers Men Diamondback Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/51372714a00f1206fda3098270434004_images.jpg,"Sports Shoes,myntassets.com",Men
8550,8551,43614,Topwear,Tunics,Kai,4.5,300,Vero Moda Women Pink Tunic,http://assets.myntassets.com/v1/images/style/properties/f6fc07f0e75bcd132eb344a6db217cb3_images.jpg,"Tunics,myntassets.com",Women
8551,8552,31234,Topwear,Tshirts,Artis,5,300,Puma Men Blue Striped Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/2278401f1e07cc105d6555bf065da11b_images.jpg,"Tshirts,myntassets.com",Men
8552,8553,26283,Topwear,Tshirts,Sally Hansen,4.5,59,Proline Men Purple T-shirt with Printed Detail,http://assets.myntassets.com/v1/images/style/properties/87d0f4a030ecc445b71616d86e905f1f_images.jpg,"Tshirts,myntassets.com",Men
8553,8554,25406,Topwear,Tshirts,Revlon,4.4,300,Nike Men White T-shirt,http://assets.myntassets.com/v1/images/style/properties/9d5efc19f16a32f0891cb2e853e966c8_images.jpg,"Tshirts,myntassets.com",Men
8554,8555,59980,Dress,Dresses,Perricone MD,4.5,2,Avirate Black & Cream Dress,http://assets.myntassets.com/v1/images/style/properties/Avirate-Black---Cream-Dress_8761708ed8f71493338dc2e66199f174_images.jpg,"Dresses,myntassets.com",Women
8555,8556,39059,Cufflinks,Cufflinks,Revlon,5,300,Belmonte Men Blue Button Cover,http://assets.myntassets.com/v1/images/style/properties/a9ae24b5a3a9a356e78d08974c0b52f5_images.jpg,"Cufflinks,myntassets.com",Men
8556,8557,33563,Topwear,Tshirts,Dove,5,75,Wrangler Women Butterfly Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/0f50993bfbe6dcd1a247934d32928fc7_images.jpg,"Tshirts,myntassets.com",Women
8557,8558,58852,Cufflinks,Cufflinks,Cetaphil,4.5,300,Hakashi Men Black Cufflinks,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Black-Cufflinks_c8ddb73392cf28df27be6a3c9238e660_images.jpg,"Cufflinks,myntassets.com",Men
8558,8559,40091,Topwear,Tshirts,Rug Doctor,4.5,2,ADIDAS Men White T-shirt,http://assets.myntassets.com/v1/images/style/properties/a0f0d2d69339bf4e1c1ec6386795b06c_images.jpg,"Tshirts,myntassets.com",Men
8559,8560,20948,Flip Flops,Flip Flops,Baxter of California,4.5,1,ADIDAS Men Adi Neo Tread Black Flip Flops,http://assets.myntassets.com/v1/images/style/properties/26abf0d0ea7ae954ef8ffa895c9a744f_images.jpg,"Flip Flops,myntassets.com",Men
8560,8561,57026,Innerwear,Briefs,Pixnor,3.6,4,Jockey MC Men Olive Rio Briefs 8033,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-Olive-Rio-Brief_6d857d6ced2a00f6dfd8f9a13ef2243b_images.jpg,"Briefs,myntassets.com",Men
8561,8562,52554,Bottomwear,Jeans,Young Living,4.8,2,Pepe Jeans Women Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/51c7d40b98be2db096db2062a8949e72_images.jpg,"Jeans,myntassets.com",Women
8562,8563,15293,Bags,Handbags,ECOS,4.5,300,ADIDAS Originals Unisex ST Airline Blue Bags,http://assets.myntassets.com/v1/images/style/properties/e087f397dc1679e19ca30139d9e66646_images.jpg,"Handbags,myntassets.com",Unisex
8563,8564,39865,Topwear,Tshirts,Clairol,4.6,970,Gini and Jony Boys Polo Red T-Shirt,http://assets.myntassets.com/v1/images/style/properties/d993f35af5990e0d1b39554e2952cff9_images.jpg,"Tshirts,myntassets.com",Boys
8564,8565,14341,Flip Flops,Flip Flops,RepHresh,5,127,Nike Women Snapper Green Flip Flops,http://assets.myntassets.com/v1/images/style/properties/cafa3e671f251fb74b6442a39aec1738_images.jpg,"Flip Flops,myntassets.com",Women
8565,8566,53486,Innerwear,Bra,SapheLife,1.5,300,Amante Black Sports Bra BCST11,http://assets.myntassets.com/v1/images/style/properties/Amante-Black-Sports-Bra_dad66d7301083f2ed958f011cd7538e5_images.jpg,"Bra,myntassets.com",Women
8566,8567,20174,Topwear,Shirts,Sponix,4.2,5,Wrangler Men Dark Green Check Shirt,http://assets.myntassets.com/v1/images/style/properties/5bc601c23d16a57945a5e72e3692b0ae_images.jpg,"Shirts,myntassets.com",Men
8567,8568,5716,Topwear,Tshirts,Fresh Products,4.5,1,Basics Men Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/1af7ab0a8a2642548c05b74d9e1ce249_images.jpg,"Tshirts,myntassets.com",Men
8568,8569,41385,Topwear,Shirts,Great Value,3.7,2,Wrangler Women Green Candy Shirt,http://assets.myntassets.com/v1/images/style/properties/837e38930c1577e38d3fa12cdd22ba85_images.jpg,"Shirts,myntassets.com",Women
8569,8570,15869,Sandal,Sandals,Hairmax,4.5,117,Warner Bros Kids Girls TJ Playlogs Pink Sandals,http://assets.myntassets.com/v1/images/style/properties/545f9eff3a8aeda8ec5759ec41ecfd52_images.jpg,"Sandals,myntassets.com",Girls
8570,8571,56332,Watches,Watches,Barielle,4.5,300,Fastrack Women Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Silver-Dial-Watch_2134eb6321f3ede3721a1a856fd6cbc9_images.jpg,"Watches,myntassets.com",Women
8571,8572,24712,Shoes,Casual Shoes,Unique Bargains,5,11,Puma Men Mid Bas Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/e72fa84dbe0d576697805b0226306817_images.jpg,"Casual Shoes,myntassets.com",Men
8572,8573,21260,Bags,Backpacks,Field Day,4.5,300,Skybags Unisex Brown Backpack,http://assets.myntassets.com/v1/images/style/properties/74f159bd3f8fcf3367b6d5c3996f2344_images.jpg,"Backpacks,myntassets.com",Unisex
8573,8574,15055,Shoes,Formal Shoes,Clairol,4.5,28382,Franco Leone Men Brown Formal Shoe,http://assets.myntassets.com/v1/images/style/properties/fdcba56c271bf4faab64fcfd5f11f297_images.jpg,"Formal Shoes,myntassets.com",Men
8574,8575,52792,Wallets,Wallets,Oral-B,4.5,1,JAG Men Black Leather Wallet,http://assets.myntassets.com/v1/images/style/properties/733485198c949101ecf61af59953d681_images.jpg,"Wallets,myntassets.com",Men
8575,8576,45725,Topwear,Kurtas,Dolce & Gabbana,4.6,300,Folklore Women Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/1eea44ddbf460ed80f533434d9ab1651_images.jpg,"Kurtas,myntassets.com",Women
8576,8577,4402,Topwear,Tshirts,Almay,4.5,1,Billy Idol Men's Faceless Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/b43786b1275667bda4660e7eadc2586a_images.jpg,"Tshirts,myntassets.com",Men
8577,8578,37305,Watches,Watches,Home Comforts,4.5,300,Casio Youth Series Men Analog-Digital Watch AQ-S800W-1BVDFAD168,http://assets.myntassets.com/assets/images/37305/2018/3/2/11519969902600-Casio-Youth-Combination-Men-Black-Analogue-Digital-Watches-AD168-AQ-S800W-1BVDF-3961519969902354-1.jpg,"Watches,myntassets.com",Men
8578,8579,53640,Shoes,Casual Shoes,BareMinerals,4.5,8,ADIDAS Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Black-Shoes_704642f603d2adf15285d37027877397_images.jpg,"Casual Shoes,myntassets.com",Men
